0.000000, 
0.010000, 
0.020000, 4, 5, 4, 5, 6, 6, 5, 5, 5, 5, 8, 8, 8, 5, 7, 5, 9, 9, 5, 10, 8, 11, 10, 10, 10, 10, 7, 8, 10, 10, 11, 9, 9, 10, 8, 10, 5, 12, 10, 9, 12, 12, 13, 12, 12, 13, 13, 10, 12, 10, 9, 13, 
0.030000, 4, 5, 4, 6, 6, 6, 6, 6, 6, 6, 5, 5, 7, 6, 6, 7, 7, 7, 6, 4, 6, 7, 7, 7, 7, 4, 6, 7, 7, 7, 7, 8, 8, 7, 7, 7, 8, 7, 7, 8, 8, 5, 8, 7, 8, 8, 9, 8, 8, 8, 9, 9, 8, 9, 8, 7, 8, 6, 9, 9, 9, 6, 8, 6, 9, 8, 8, 8, 9, 8, 9, 9, 9, 8, 6, 6, 8, 8, 8, 6, 9, 6, 8, 9, 6, 9, 10, 7, 9, 6, 9, 9, 10, 6, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 9, 10, 10, 9, 10, 10, 9, 
0.040000, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 6, 5, 5, 7, 7, 7, 6, 5, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 6, 4, 7, 5, 6, 6, 6, 7, 6, 4, 5, 7, 6, 6, 5, 7, 7, 7, 6, 5, 7, 5, 7, 6, 7, 7, 7, 6, 6, 7, 6, 6, 5, 7, 8, 7, 6, 8, 4, 6, 7, 4, 8, 7, 8, 8, 8, 8, 7, 8, 7, 7, 8, 6, 6, 7, 7, 8, 8, 7, 8, 8, 8, 8, 9, 9, 5, 7, 7, 9, 8, 7, 8, 8, 8, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 7, 8, 8, 8, 8, 7, 8, 9, 8, 8, 9, 9, 9, 9, 8, 8, 5, 9, 8, 7, 8, 5, 8, 9, 5, 7, 4, 8, 4, 8, 8, 9, 9, 8, 9, 9, 9, 4, 8, 8, 9, 4, 9, 8, 9, 9, 9, 8, 9, 9, 9, 5, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 5, 11, 10, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 
0.050000, 4, 4, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 7, 6, 4, 6, 6, 6, 6, 5, 6, 4, 7, 5, 7, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 5, 6, 6, 6, 6, 6, 7, 7, 6, 7, 5, 6, 7, 7, 7, 6, 6, 7, 4, 7, 7, 6, 4, 5, 6, 6, 6, 6, 7, 7, 6, 5, 7, 7, 6, 7, 7, 7, 7, 7, 7, 6, 5, 7, 6, 6, 7, 6, 4, 7, 6, 7, 7, 4, 7, 7, 6, 6, 7, 7, 7, 7, 7, 6, 7, 6, 7, 5, 6, 6, 7, 6, 7, 7, 6, 7, 5, 6, 7, 7, 6, 7, 8, 5, 7, 4, 8, 7, 6, 6, 6, 8, 4, 7, 7, 8, 4, 6, 8, 7, 8, 6, 6, 4, 8, 7, 8, 8, 7, 6, 8, 7, 6, 8, 8, 6, 4, 5, 5, 7, 4, 6, 6, 6, 6, 5, 7, 8, 7, 7, 5, 6, 7, 5, 7, 7, 8, 6, 7, 8, 7, 8, 7, 7, 8, 7, 6, 8, 8, 7, 7, 6, 6, 8, 8, 6, 7, 8, 8, 7, 7, 7, 6, 8, 7, 7, 7, 8, 8, 8, 8, 8, 7, 7, 7, 8, 8, 7, 8, 8, 5, 5, 7, 8, 7, 7, 7, 8, 8, 8, 8, 9, 7, 7, 8, 7, 8, 7, 9, 8, 8, 8, 7, 8, 7, 5, 7, 5, 9, 8, 8, 9, 8, 8, 7, 8, 9, 8, 8, 8, 8, 8, 7, 9, 8, 5, 6, 8, 8, 6, 8, 8, 8, 8, 6, 8, 6, 8, 8, 8, 8, 5, 8, 8, 5, 8, 8, 8, 8, 7, 8, 7, 8, 9, 8, 7, 9, 8, 9, 9, 11, 9, 7, 9, 10, 10, 11, 
0.060000, 5, 5, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 5, 5, 7, 7, 7, 7, 7, 7, 7, 4, 5, 5, 6, 6, 7, 5, 5, 7, 7, 6, 4, 6, 7, 7, 7, 6, 5, 7, 6, 7, 7, 7, 6, 7, 6, 6, 5, 5, 7, 7, 6, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 6, 6, 7, 7, 5, 7, 6, 7, 6, 7, 6, 7, 7, 7, 7, 7, 6, 7, 6, 5, 6, 7, 7, 7, 7, 6, 6, 8, 7, 8, 7, 8, 7, 6, 7, 8, 7, 5, 8, 8, 8, 7, 7, 8, 8, 4, 8, 8, 8, 8, 7, 8, 7, 7, 8, 7, 7, 7, 4, 6, 7, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 7, 8, 8, 6, 8, 8, 5, 8, 7, 8, 7, 7, 8, 7, 8, 8, 7, 6, 7, 7, 8, 8, 8, 8, 7, 8, 8, 7, 8, 9, 5, 6, 9, 8, 7, 8, 6, 8, 7, 8, 8, 8, 7, 7, 8, 8, 8, 6, 8, 7, 5, 7, 7, 7, 8, 8, 8, 6, 6, 8, 4, 7, 8, 4, 8, 6, 8, 8, 6, 8, 7, 8, 6, 9, 6, 9, 6, 9, 8, 8, 8, 7, 9, 5, 7, 8, 5, 6, 8, 8, 8, 6, 7, 6, 7, 5, 9, 8, 8, 7, 7, 8, 6, 5, 7, 6, 6, 6, 8, 8, 8, 6, 8, 7, 6, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 4, 8, 8, 6, 8, 8, 9, 4, 6, 6, 8, 6, 6, 8, 8, 6, 6, 8, 8, 9, 7, 8, 6, 8, 7, 8, 6, 8, 8, 6, 8, 8, 9, 7, 6, 8, 6, 9, 8, 8, 5, 8, 9, 8, 8, 8, 9, 9, 8, 8, 8, 8, 7, 9, 8, 8, 8, 7, 8, 8, 5, 8, 8, 8, 9, 8, 5, 6, 8, 8, 8, 8, 6, 8, 8, 8, 8, 6, 8, 9, 8, 8, 6, 8, 9, 8, 8, 9, 6, 6, 8, 9, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 9, 8, 9, 9, 9, 9, 5, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 10, 9, 7, 5, 8, 7, 7, 9, 9, 10, 
0.070000, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 6, 6, 6, 6, 6, 6, 6, 4, 5, 5, 6, 6, 6, 6, 5, 5, 4, 5, 6, 5, 4, 5, 5, 6, 5, 6, 6, 6, 6, 7, 7, 7, 5, 7, 6, 6, 7, 7, 7, 6, 7, 7, 7, 7, 7, 5, 6, 6, 6, 6, 6, 7, 6, 6, 7, 5, 6, 7, 7, 5, 6, 7, 5, 7, 6, 7, 6, 6, 7, 7, 6, 6, 7, 6, 7, 6, 7, 7, 6, 6, 7, 4, 7, 7, 7, 6, 7, 7, 7, 6, 6, 4, 6, 7, 6, 7, 7, 6, 7, 6, 6, 7, 7, 7, 7, 7, 7, 5, 7, 6, 7, 6, 6, 4, 6, 7, 6, 7, 4, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 4, 7, 4, 7, 7, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 7, 6, 7, 7, 8, 6, 7, 8, 8, 7, 6, 4, 7, 8, 8, 7, 6, 6, 8, 7, 8, 7, 7, 8, 7, 8, 5, 8, 4, 5, 5, 7, 8, 6, 8, 8, 6, 5, 7, 6, 6, 6, 7, 7, 8, 7, 8, 7, 7, 6, 6, 6, 4, 8, 7, 8, 7, 7, 4, 8, 6, 7, 7, 6, 6, 8, 7, 7, 6, 6, 8, 6, 8, 7, 7, 8, 8, 7, 4, 8, 8, 7, 7, 8, 6, 7, 4, 8, 7, 7, 7, 8, 7, 6, 7, 8, 7, 8, 7, 7, 7, 8, 7, 7, 5, 8, 8, 8, 6, 6, 7, 8, 5, 7, 7, 8, 7, 7, 7, 8, 6, 7, 8, 7, 8, 6, 8, 9, 7, 5, 8, 8, 6, 7, 7, 8, 7, 9, 6, 8, 8, 8, 9, 8, 7, 7, 7, 7, 8, 8, 8, 7, 9, 8, 8, 8, 7, 8, 6, 8, 8, 8, 9, 9, 8, 7, 8, 8, 8, 9, 8, 8, 6, 8, 8, 7, 8, 4, 8, 7, 8, 7, 6, 8, 8, 8, 8, 7, 4, 7, 8, 8, 9, 7, 8, 9, 6, 8, 7, 4, 8, 4, 8, 7, 9, 8, 7, 8, 9, 9, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 9, 4, 8, 8, 8, 4, 9, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 9, 7, 9, 9, 9, 7, 7, 9, 7, 7, 6, 10, 7, 9, 9, 9, 9, 9, 6, 9, 7, 9, 9, 9, 9, 9, 7, 10, 
0.080000, 4, 4, 5, 5, 4, 4, 5, 4, 5, 5, 4, 5, 6, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 6, 5, 6, 5, 6, 6, 6, 5, 6, 6, 5, 5, 6, 7, 4, 7, 4, 4, 7, 7, 7, 4, 7, 6, 7, 4, 6, 7, 6, 4, 7, 6, 6, 5, 7, 6, 6, 5, 6, 6, 6, 7, 7, 7, 4, 7, 7, 6, 6, 7, 7, 6, 7, 4, 7, 5, 7, 6, 7, 6, 6, 7, 6, 7, 7, 6, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 6, 7, 7, 6, 6, 7, 7, 7, 4, 7, 7, 6, 7, 7, 7, 4, 6, 7, 6, 6, 6, 6, 7, 7, 7, 7, 4, 6, 6, 7, 7, 7, 7, 6, 7, 6, 6, 6, 7, 7, 6, 7, 7, 6, 7, 7, 4, 6, 7, 6, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 6, 7, 6, 7, 6, 7, 6, 6, 6, 7, 6, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 7, 6, 7, 7, 6, 7, 7, 6, 6, 7, 7, 7, 6, 7, 7, 6, 6, 7, 6, 6, 7, 7, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 7, 7, 7, 7, 6, 6, 8, 7, 8, 5, 7, 8, 5, 8, 7, 6, 6, 5, 7, 7, 7, 7, 7, 8, 6, 8, 8, 8, 6, 6, 8, 8, 5, 8, 7, 8, 7, 5, 7, 4, 8, 8, 8, 6, 8, 7, 7, 8, 8, 8, 8, 4, 8, 7, 8, 5, 6, 7, 8, 7, 8, 6, 6, 6, 8, 7, 7, 5, 8, 7, 7, 6, 8, 7, 7, 8, 7, 6, 8, 6, 7, 8, 8, 8, 7, 8, 6, 7, 7, 8, 7, 7, 7, 8, 5, 6, 7, 6, 8, 7, 8, 7, 7, 7, 7, 7, 6, 7, 7, 8, 8, 8, 7, 8, 6, 7, 7, 7, 4, 7, 6, 7, 8, 8, 4, 7, 8, 8, 8, 7, 8, 8, 8, 8, 7, 8, 6, 7, 7, 8, 7, 7, 8, 8, 7, 7, 7, 8, 7, 7, 8, 8, 8, 8, 7, 5, 7, 8, 8, 7, 4, 7, 4, 8, 7, 7, 8, 7, 8, 8, 7, 8, 7, 8, 6, 6, 7, 7, 8, 8, 7, 7, 8, 7, 8, 5, 7, 7, 6, 7, 8, 7, 8, 6, 6, 7, 8, 8, 8, 8, 7, 8, 8, 8, 6, 7, 8, 7, 7, 7, 8, 7, 7, 7, 8, 8, 8, 6, 6, 7, 7, 7, 8, 8, 8, 6, 7, 7, 8, 8, 8, 7, 8, 7, 8, 7, 7, 8, 7, 8, 8, 8, 8, 6, 8, 7, 7, 8, 8, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 5, 6, 8, 7, 7, 7, 8, 6, 6, 8, 8, 7, 8, 8, 8, 8, 7, 6, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 6, 8, 7, 8, 8, 8, 8, 8, 7, 7, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 
0.090000, 5, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 6, 6, 6, 6, 6, 5, 4, 6, 5, 6, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 6, 6, 6, 6, 7, 6, 7, 5, 7, 7, 6, 6, 6, 7, 7, 4, 5, 6, 6, 7, 6, 7, 6, 7, 4, 7, 7, 6, 6, 7, 7, 6, 6, 4, 7, 7, 6, 4, 5, 4, 6, 7, 4, 7, 5, 7, 6, 6, 7, 6, 7, 4, 5, 6, 5, 6, 6, 5, 7, 7, 6, 6, 4, 5, 6, 7, 6, 6, 7, 6, 7, 6, 7, 7, 6, 6, 7, 6, 5, 7, 7, 4, 7, 6, 7, 7, 7, 6, 6, 7, 6, 7, 7, 6, 6, 4, 7, 7, 7, 7, 5, 6, 6, 6, 7, 7, 6, 6, 7, 6, 6, 7, 7, 7, 7, 6, 7, 6, 7, 7, 6, 6, 6, 5, 6, 6, 7, 7, 7, 6, 7, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 6, 6, 7, 6, 6, 7, 7, 6, 4, 6, 6, 4, 7, 7, 7, 7, 6, 6, 7, 6, 7, 6, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 6, 7, 6, 7, 6, 7, 7, 7, 7, 6, 7, 6, 7, 7, 6, 7, 6, 6, 7, 6, 7, 7, 7, 6, 7, 7, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 7, 4, 7, 6, 7, 7, 7, 6, 5, 4, 7, 7, 7, 7, 7, 7, 6, 7, 6, 7, 6, 7, 6, 7, 5, 6, 7, 7, 6, 7, 6, 7, 7, 5, 7, 6, 7, 7, 6, 6, 6, 7, 7, 6, 6, 7, 6, 6, 6, 7, 6, 6, 7, 6, 6, 7, 7, 6, 7, 6, 6, 7, 7, 6, 7, 6, 8, 8, 6, 7, 8, 7, 8, 8, 6, 7, 8, 6, 7, 6, 7, 7, 6, 8, 6, 8, 6, 7, 7, 7, 7, 6, 7, 7, 6, 6, 4, 8, 5, 6, 6, 7, 7, 5, 7, 8, 7, 6, 7, 8, 5, 7, 6, 7, 8, 7, 7, 5, 4, 7, 6, 7, 5, 8, 5, 6, 7, 7, 6, 7, 6, 8, 7, 6, 8, 6, 7, 7, 8, 6, 7, 7, 8, 7, 6, 8, 6, 6, 6, 6, 7, 7, 8, 6, 8, 7, 7, 8, 6, 5, 8, 6, 6, 6, 7, 8, 8, 7, 6, 7, 6, 8, 6, 7, 6, 8, 6, 8, 7, 6, 6, 7, 5, 7, 5, 7, 8, 7, 7, 8, 7, 7, 8, 7, 8, 5, 7, 7, 6, 6, 6, 7, 8, 8, 6, 7, 6, 7, 8, 7, 6, 6, 7, 7, 6, 7, 7, 7, 8, 4, 7, 7, 6, 8, 8, 6, 7, 6, 8, 7, 7, 7, 7, 4, 7, 8, 6, 7, 6, 7, 7, 7, 6, 7, 7, 7, 7, 8, 4, 7, 7, 5, 7, 4, 6, 7, 8, 7, 6, 6, 8, 7, 8, 7, 7, 6, 6, 7, 7, 7, 6, 8, 7, 7, 6, 8, 6, 7, 7, 8, 7, 7, 8, 6, 7, 7, 7, 6, 8, 6, 8, 6, 7, 6, 6, 8, 8, 8, 7, 6, 8, 6, 8, 5, 8, 8, 7, 5, 7, 7, 6, 7, 8, 8, 7, 8, 8, 6, 7, 7, 7, 8, 7, 7, 8, 7, 6, 8, 8, 6, 8, 8, 7, 8, 8, 8, 5, 7, 4, 7, 8, 6, 7, 8, 8, 7, 8, 7, 8, 8, 8, 7, 4, 6, 8, 7, 8, 7, 7, 8, 7, 5, 8, 7, 6, 7, 8, 7, 8, 8, 8, 7, 6, 8, 7, 8, 7, 8, 8, 7, 7, 6, 6, 8, 7, 4, 8, 7, 8, 7, 8, 8, 8, 4, 9, 8, 8, 8, 8, 7, 7, 8, 8, 6, 7, 8, 7, 7, 7, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 5, 
0.100000, 4, 4, 4, 4, 5, 4, 5, 4, 4, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 6, 6, 4, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 5, 5, 5, 5, 4, 6, 5, 6, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 5, 4, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 4, 4, 6, 5, 5, 6, 5, 6, 5, 6, 4, 6, 5, 6, 6, 5, 5, 6, 5, 5, 6, 6, 6, 5, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 4, 7, 6, 4, 5, 6, 7, 5, 4, 6, 6, 6, 7, 5, 6, 6, 6, 4, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 7, 5, 6, 6, 6, 7, 6, 6, 6, 5, 7, 5, 7, 6, 6, 6, 7, 6, 5, 7, 6, 7, 6, 6, 6, 5, 5, 6, 7, 6, 6, 4, 6, 7, 6, 7, 6, 5, 6, 6, 5, 6, 6, 6, 6, 5, 6, 6, 6, 4, 5, 6, 6, 6, 4, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 7, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 6, 6, 6, 6, 6, 4, 5, 7, 7, 7, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 4, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 5, 5, 5, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 7, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 6, 6, 5, 6, 6, 6, 6, 7, 6, 5, 6, 6, 6, 7, 6, 5, 6, 4, 6, 7, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 5, 6, 7, 6, 6, 6, 6, 7, 6, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 5, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 7, 6, 6, 6, 7, 6, 7, 6, 6, 6, 7, 6, 7, 6, 6, 7, 6, 7, 6, 6, 6, 7, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 7, 6, 7, 6, 6, 6, 7, 7, 7, 6, 7, 6, 5, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 7, 6, 6, 6, 4, 6, 6, 7, 6, 6, 4, 6, 7, 7, 6, 7, 6, 6, 6, 6, 7, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 7, 7, 6, 6, 6, 6, 7, 6, 6, 6, 6, 7, 7, 7, 5, 7, 7, 5, 6, 5, 7, 6, 7, 6, 6, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 6, 6, 7, 6, 5, 7, 7, 7, 7, 6, 7, 6, 6, 7, 7, 6, 7, 6, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 6, 7, 6, 7, 7, 6, 7, 5, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 8, 7, 6, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 8, 7, 7, 7, 5, 7, 7, 8, 7, 7, 5, 8, 
